BA32-5;Concentrated;Concentrated;en;;
BA33-8;Chilled;Chilled;en;;
BA34-1;Coated;Coated;en;;
BA35-4;Galvanised;Galvanised;en;;
BA36-7;Granulated;Granulated;en;;
BA37-0;Hot-rolled;Hot-rolled;en;;
BA38-3;Vitrified;Vitrified;en;;
BA39-6;Laminated;Laminated;en;;
BA40-9;Liquefied;Liquefied;en;;
BA41-2;Vulcanised;Vulcanised;en;;
BA42-5;Welded;Welded;en;;
BA43-8;Prepared;Prepared;en;;
BA44-1;Pulverised;Pulverised;en;;
BA45-4;Refined;Refined;en;;
BA46-7;Remelted;Remelted;en;;
BA47-0;Untreated;Untreated;en;;
BA48-3;Treated;Treated;en;;
BA49-6;Unliquefied;Unliquefied;en;;
BA50-9;Unrefined;Unrefined;en;;
BA51-2;Semi-finished;Semi-finished;en;;
BA52-5;Processed;Processed;en;;
BA53-8;Semi-manufactured;Semi-manufactured;en;;
BA54-1;Solution;Solution;en;;
BB01-3;Non-tubular;Non-tubular;en;;
BB02-6;Tubular;Tubular;en;;
BB03-9;Round;Round;en;;
BB04-2;Rectangular;Rectangular;en;;
BB05-5;Square;Square;en;;
BB06-8;Triangle;Triangle;en;;
BB07-1;Trapezoid;Trapezoid;en;;
BC01-4;With metal frames;With metal frames;en;;
BC02-7;With plastic frames;With plastic frames;en;;
BC03-0;With wooden frames;With wooden frames;en;;
BC04-3;Clad with gold;Clad with gold;en;;
BC05-6;Clad with platinum;Clad with platinum;en;;
BC06-9;Clad with silver;Clad with silver;en;;
BC07-2;Steel-framed;Steel-framed;en;;
BC08-5;Veneer;Veneer;en;;
BC09-8;Non-cast;Non-cast;en;;
BC10-1;Upholstered;Upholstered;en;;
BC11-4;Printed;Printed;en;;
BC12-7;Coloured;Coloured;en;;
BC13-0;Impregnated;Impregnated;en;;
BC14-3;Prefabricated;Prefabricated;en;;
BC15-6;Plastic coated;Plastic coated;en;;
BC16-9;In bags;In bags;en;;
BC17-2;In blocks;In blocks;en;;
BC18-5;In boards;In boards;en;;
BC19-8;In brine;In brine;en;;
BC20-1;In bulk;In bulk;en;;
BC21-4;In cartons;In cartons;en;;
BC22-7;In cartridges;In cartridges;en;;
BC23-0;In cuts;In cuts;en;;
BC24-3;In joints;In joints;en;;
BC25-6;In lots;In lots;en;;
BC26-9;In oil;In oil;en;;
BC27-2;In packets;In packets;en;;
BC28-5;In pouches;In pouches;en;;
BC29-8;In reams;In reams;en;;
BC30-1;In rods;In rods;en;;
BC31-4;In rolls;In rolls;en;;
BC32-7;In sachets;In sachets;en;;
BC33-0;In sacks;In sacks;en;;
BC34-3;In sheets;In sheets;en;;
BC35-6;In slices;In slices;en;;
BC36-9;In solution;In solution;en;;
BC37-2;In strips;In strips;en;;
BC38-5;In water;In water;en;;
BC39-8;Flavoured;Flavoured;en;;
BC40-1;Moulded glass;Moulded glass;en;;
BC41-4;Canned/tinned;Canned/tinned;en;;
BC42-7;Bottled;Bottled;en;;
BC43-0;Vacuum-packed;Vacuum-packed;en;;
BC44-3;Parboiled;Parboiled;en;;
BC45-6;Recycled;Recycled;en;;
BC46-9;Sterilised;Sterilised;en;;
BC48-5;Toughened;Toughened;en;;
CA01-3;Waterproof;Waterproof;en;;
CA02-6;Windproof;Windproof;en;;
CA03-9;Bullet-proof;Bullet-proof;en;;
CA04-2;Fireproof/flameproof;Fireproof/flameproof;en;;
CA05-5;Stainless;Stainless;en;;
CA06-8;Expandable;Expandable;en;;
CA07-1;Insulated;Insulated;en;;
CA08-4;Non-insulated;Non-insulated;en;;
CA09-7;Refractory;Refractory;en;;
CA10-0;Non-refractory;Non-refractory;en;;
CA11-3;Reinforced;Reinforced;en;;
CA12-6;Wired;Wired;en;;
CA13-9;Oil-absorbent;Oil-absorbent;en;;
CA14-2;Self-adhesive;Self-adhesive;en;;
CA15-5;Ductile;Ductile;en;;
CA16-8;Magnetic;Magnetic;en;;
CA17-1;Environmentally friendly;Environmentally friendly;en;;
CA18-4;GMO free;GMO free;en;;
CA19-7;Hormone free;Hormone free;en;;
CA20-0;Pesticide free;Pesticide free;en;;
CA21-3;Asbestos free;Asbestos free;en;;
CA22-6;CFC free;CFC free;en;;
CA23-9;Ozone free;Ozone free;en;;
CA24-2;PVC free;PVC free;en;;
CA25-5;Hybrid;Hybrid;en;;
CA26-8;Hydrocarbon free;Hydrocarbon free;en;;
CA27-1;NOx free;NOx free;en;;
CA28-4;CO free;CO free;en;;
CA29-7;CO2 free;CO2 free;en;;
CA30-0;Sulphur free;Sulphur free;en;;
CA31-3;Euro 0 (fuel);Euro 0 (fuel);en;;
CA32-6;Euro 1 (fuel);Euro 1 (fuel);en;;
CA33-9;Euro 2 (fuel);Euro 2 (fuel);en;;
CA34-2;Euro 3 (fuel);Euro 3 (fuel);en;;
CA35-5;Euro 4 (fuel);Euro 4 (fuel);en;;
CA36-8;Euro 5 (fuel);Euro 5 (fuel);en;;
CA37-1;Articulated;Articulated;en;;
CA38-4;Long-life;Long-life;en;;
CA39-7;Lightweight;Lightweight;en;;
CA40-0;Seagoing;Seagoing;en;;
CA41-3;Semi-submersible;Semi-submersible;en;;
CA42-6;Submersible;Submersible;en;;
CA43-9;Digital;Digital;en;;
CA44-2;Portable;Portable;en;;
CA45-5;High resolution;High resolution;en;;
CA46-8;High-performance;High-performance;en;;
CA47-1;Multitasking;Multitasking;en;;
CA48-4;Multi-user;Multi-user;en;;
CA49-7;Upgradeable;Upgradeable;en;;
CA50-0;Disposable;Disposable;en;;
CA51-3;Rechargeable;Rechargeable;en;;
CA52-6;Fire resistant/flame resistant;Fire resistant/flame resistant;en;;
CA53-9;Fire retardant;Fire retardant;en;;
CA54-2;Heat-resistant;Heat-resistant;en;;
CA55-5;Sterile;Sterile;en;;
CA56-8;Non-sterile;Non-sterile;en;;
CA57-1;Ecolabel;Ecolabel;en;;
CA58-4;Colorants free;Colorants free;en;;
CA59-7;Preservatives free;Preservatives free;en;;
CA60-0;Tridimensional;Tridimensional;en;;
CA61-3;Removable;Removable;en;;
CA62-6;Organic;Organic;en;;
CA63-9;Cultivated;Cultivated;en;;
CA64-2;Wild;Wild;en;;
CA65-5;Farmed;Farmed;en;;
CA66-8;Single-use;Single-use;en;;
CA67-1;Reusable;Reusable;en;;
CA68-4;Armoured;Armoured;en;;
CA69-7;Ergonomic;Ergonomic;en;;
CB01-4;Electrically heated;Electrically heated;en;;
CB02-7;Remote-controlled;Remote-controlled;en;;
CB03-0;High pressure;High pressure;en;;
CB04-3;High-voltage;High-voltage;en;;
CB05-6;Low pressure;Low pressure;en;;
CB06-9;Low-voltage;Low-voltage;en;;
CB07-2;Medium pressure;Medium pressure;en;;
CB08-5;4-wheel-drive;4-wheel-drive;en;;
CB09-8;Diesel-powered;Diesel-powered;en;;
CB10-1;Electrically powered;Electrically powered;en;;
CB11-4;Hydro-electric power;Hydro-electric power;en;;
CB12-7;Nuclear powered;Nuclear powered;en;;
CB13-0;Solar powered;Solar powered;en;;
CB14-3;Petrol-engined;Petrol-engined;en;;
CB15-6;Mechanical;Mechanical;en;;
CB16-9;Mechanical and electrical;Mechanical and electrical;en;;
CB17-2;Self-drive;Self-drive;en;;
CB18-5;Automatic;Automatic;en;;
CB19-8;Computerised;Computerised;en;;
CB20-1;Computer-aided;Computer-aided;en;;
CB21-4;Computer-based;Computer-based;en;;
CB22-7;Computer-controlled;Computer-controlled;en;;
CB23-0;Multiprocessing;Multiprocessing;en;;
CB24-3;Synchronous;Synchronous;en;;
CB25-6;Asynchronous;Asynchronous;en;;
CB26-9;Handheld;Handheld;en;;
CB27-2;Integrated;Integrated;en;;
CB28-5;Fossil-fuel-fired;Fossil-fuel-fired;en;;
CB29-8;Coal-fired;Coal-fired;en;;
CB30-1;Gas-fired;Gas-fired;en;;
CB31-4;Oil-fired;Oil-fired;en;;
CB32-7;Wood-fired;Wood-fired;en;;
CB33-0;1-phased;1-phased;en;;
CB34-3;2-phased;2-phased;en;;
CB35-6;3-phased;3-phased;en;;
CB36-9;Instant;Instant;en;;
CB37-2;Single-phase;Single-phase;en;;
CB38-5;Stand-alone;Stand-alone;en;;
CB39-8;Uninterruptible;Uninterruptible;en;;
CB40-1;Interruptible;Interruptible;en;;
CB41-4;Hybrid powered;Hybrid powered;en;;
CB42-7;Battery powered;Battery powered;en;;
CB43-0;Bio-diesel powered;Bio-diesel powered;en;;
CB44-3;Hydrogen powered;Hydrogen powered;en;;
CB45-6;Ethanol powered;Ethanol powered;en;;
CB46-9;Kerosene powered;Kerosene powered;en;;
CB47-2;Gas-powered;Gas-powered;en;;
DA01-4;International;International;en;;
DA02-7;National;National;en;;
DA03-0;Public;Public;en;;
DA04-3;Private;Private;en;;
DA05-6;Second-hand;Second-hand;en;;
DA06-9;Primary;Primary;en;;
DA07-2;Secondary;Secondary;en;;
DA08-5;Tertiary;Tertiary;en;;
DA09-8;Real-time;Real-time;en;;
DA10-1;Stage;Stage;en;;
DA11-4;Secretarial;Secretarial;en;;
DA12-7;Indoor;Indoor;en;;
DA13-0;Outdoor;Outdoor;en;;
DA14-3;Mobile;Mobile;en;;
DA15-6;Domestic;Domestic;en;;
DA16-9;Non-domestic;Non-domestic;en;;
DA17-2;Turnkey project;Turnkey project;en;;
DA18-5;Underground;Underground;en;;
DA19-8;Underwater;Underwater;en;;
DA20-1;On-site;On-site;en;;
DA21-4;Above-ground;Above-ground;en;;
DA22-7;All-purpose;All-purpose;en;;
DA23-0;Special-purpose;Special-purpose;en;;
DA24-3;And related articles;And related articles;en;;
DA25-6;Standard;Standard;en;;
DA26-9;Management;Management;en;;
DA27-2;Administrative;Administrative;en;;
DA28-5;Social service;Social service;en;;
DA29-8;Social work;Social work;en;;
DA30-1;Counselling;Counselling;en;;
DA31-4;Daycare;Daycare;en;;
DA32-7;Family-planning;Family-planning;en;;
DA33-0;Rehabilitation;Rehabilitation;en;;
DA34-3;Guidance;Guidance;en;;
DA35-6;From workroom;From workroom;en;;
DA36-9;Natural resource;Natural resource;en;;
DA37-2;Recycling;Recycling;en;;
DA38-5;Decontamination;Decontamination;en;;
DA39-8;Pollution tracking;Pollution tracking;en;;
DA40-1;Quality control;Quality control;en;;
DA41-4;Treatment;Treatment;en;;
DA42-7;Including installation;Including installation;en;;
DA43-0;Multipurpose;Multipurpose;en;;
DA44-3;Spare parts;Spare parts;en;;
EA01-5;For babies;For babies;en;;
EA02-8;For children;For children;en;;
EA03-1;For teenager;For teenager;en;;
EA04-4;For men;For men;en;;
EA05-7;For elderly person;For elderly person;en;;
EA06-0;For women;For women;en;;
EA07-3;For pregnant women;For pregnant women;en;;
EA08-6;For unemployed person;For unemployed person;en;;
EA09-9;For homeless;For homeless;en;;
EA10-2;For drug user;For drug user;en;;
EA11-5;For pensioner;For pensioner;en;;
EA12-8;For/Adapted for disabled person;For/Adapted for disabled person;en;;
EA13-1;For/Adapted for physical disabled;For/Adapted for physical disabled;en;;
EA14-4;For/Adapted for paralysed person;For/Adapted for paralysed person;en;;
EA15-7;For/Adapted for paralysed on one side person;For/Adapted for paralysed on one side person;en;;
EA16-0;For/Adapted for tetraplegic person;For/Adapted for tetraplegic person;en;;
EA17-3;For/Adapted for paraplegic person;For/Adapted for paraplegic person;en;;
EA18-6;For/Adapted for mute person;For/Adapted for mute person;en;;
EA19-9;For/Adapted for hard of hearing person;For/Adapted for hard of hearing person;en;;
EA20-2;For/Adapted for deaf-mute person;For/Adapted for deaf-mute person;en;;
EA21-5;For/Adapted for visually impaired person;For/Adapted for visually impaired person;en;;
EA22-8;For/Adapted for mentally disabled;For/Adapted for mentally disabled;en;;
EA23-1;For passenger;For passenger;en;;
EA24-4;For restricted-clientele;For restricted-clientele;en;;
EA25-7;For prisoners;For prisoners;en;;
EA26-0;For patient;For patient;en;;
EA27-3;For non-emergency patient;For non-emergency patient;en;;
EA28-6;For regular passenger;For regular passenger;en;;
EA29-9;For human use;For human use;en;;
EA30-2;For animal use;For animal use;en;;
FA01-6;For educational use;For educational use;en;;
FA02-9;For kindergarten use;For kindergarten use;en;;
FA03-2;For school use;For school use;en;;
FA04-5;For training purposes;For training purposes;en;;
FB01-7;For military use;For military use;en;;
FB02-0;For weapons and ammunition;For weapons and ammunition;en;;
FB03-3;For the police force;For the police force;en;;
FB04-6;For firefighting;For firefighting;en;;
FB05-9;For prison use;For prison use;en;;
FB06-2;For rescue;For rescue;en;;
FB07-5;For emergency;For emergency;en;;
FB08-8;For fire protection;For fire protection;en;;
FB09-1;For security system;For security system;en;;
FB10-4;For nuclear protection;For nuclear protection;en;;
FB11-7;In case of radiation;In case of radiation;en;;
FB12-0;For terrorist prevention;For terrorist prevention;en;;
FB13-3;With military specifications;With military specifications;en;;
FC01-8;For waste disposal;For waste disposal;en;;
FC02-1;For waste material;For waste material;en;;
FC03-4;For domestic waste;For domestic waste;en;;
FD01-9;For spring;For spring;en;;
FD02-2;For summer;For summer;en;;
FD03-5;For fall;For fall;en;;
FD04-8;For winter;For winter;en;;
FD05-1;For all seasons;For all seasons;en;;
FE01-0;For packing goods;For packing goods;en;;
FE02-3;For parcels;For parcels;en;;
FE03-6;For post-office use;For post-office use;en;;
FF01-1;For cleaning;For cleaning;en;;
FF02-4;For day homes;For day homes;en;;
FG01-2;For access;For access;en;;
FG02-5;For exhibition use;For exhibition use;en;;
FG03-8;For graphic purposes;For graphic purposes;en;;
FG04-1;For heating;For heating;en;;
FG05-4;For industrial use;For industrial use;en;;
FG06-7;For printing;For printing;en;;
FG07-0;For naval use;For naval use;en;;
FG08-3;For office use;For office use;en;;
FG09-6;For indoor use;For indoor use;en;;
FG10-9;For outdoor use;For outdoor use;en;;
FG11-2;For scientific purposes;For scientific purposes;en;;
FG12-5;For storage purposes;For storage purposes;en;;
FG13-8;For survival;For survival;en;;
FG14-1;For technical uses;For technical uses;en;;
FG15-4;For test purposes;For test purposes;en;;
FG16-7;For urban use;For urban use;en;;
FG17-0;For use in agriculture;For use in agriculture;en;;
FG18-3;For use in horticulture;For use in horticulture;en;;
FG19-6;For camping;For camping;en;;
FG20-9;For kitchen use;For kitchen use;en;;
FG21-2;For subsea use;For subsea use;en;;
FG22-5;For cosmetics;For cosmetics;en;;
FG23-8;For tourism;For tourism;en;;
FG24-1;For use in artistic performances;For use in artistic performances;en;;
FG25-4;For buildings or goods of particular historical or architectural interest;For buildings or goods of particular historical or architectural interest;en;;
GA01-7;Specific weight required;Specific weight required;en;;
GA02-0;Gross vehicle weight limited;Gross vehicle weight limited;en;;
GA03-3;Specific tonnes per annum required;Specific tonnes per annum required;en;;
GA04-6;Specific kg per annum required;Specific kg per annum required;en;;
GA05-9;Specific height required;Specific height required;en;;
GA06-2;Specific width required;Specific width required;en;;
GA07-5;Specific thickness required;Specific thickness required;en;;
GA08-8;Specific length required;Specific length required;en;;
GA09-1;Specific diameter required;Specific diameter required;en;;
GA10-4;Specific volume required;Specific volume required;en;;
TA01-2;For books;For books;en;;
GA11-7;Specific litres per annum required;Specific litres per annum required;en;;
GA12-0;Specific size required;Specific size required;en;;
GA13-3;Specific unit size required;Specific unit size required;en;;
GA14-6;Specific capacity required;Specific capacity required;en;;
GA15-9;Specific circumference required;Specific circumference required;en;;
GA16-2;Specific depth required;Specific depth required;en;;
GA17-5;Specific kWh per annum required;Specific kWh per annum required;en;;
GA18-8;Specific MWh per annum required;Specific MWh per annum required;en;;
GA19-1;Per annum (pa);Per annum (pa);en;;
GA20-4;Specific power;Specific power;en;;
GA21-7;Specific pressure;Specific pressure;en;;
GA22-0;Specific voltage required;Specific voltage required;en;;
GA32-0;Specific degrees Celsius required;Specific degrees Celsius required;en;;
GA33-3;Specific degrees Fahrenheit required;Specific degrees Fahrenheit required;en;;
GB01-8;Daily;Daily;en;;
GB02-1;Weekly;Weekly;en;;
GB03-4;Monthly;Monthly;en;;
GB04-7;Annually;Annually;en;;
GC01-9;Not exceeding;Not exceeding;en;;
GC02-2;In excess of;In excess of;en;;
GC03-5;A maximum of;A maximum of;en;;
GC04-8;A minimum of;A minimum of;en;;
GC05-1;Phase:;Phase:;en;;
GC06-4;Rating:;Rating:;en;;
GC07-7;Reference:;Reference:;en;;
GC08-0;Response time;Response time;en;;
GC09-3;Rooms:;Rooms:;en;;
GC10-6;Scale of work:;Scale of work:;en;;
GC11-9;Specifications:;Specifications:;en;;
GC12-2;Subsidiary lot:;Subsidiary lot:;en;;
GC13-5;Type:;Type:;en;;
GC14-8;Type of architecture:;Type of architecture:;en;;
GC15-1;Type of protocol:;Type of protocol:;en;;
GC16-4;Type of standard:;Type of standard:;en;;
GC17-7;Dwellings:;Dwellings:;en;;
GC18-0;Lots:;Lots:;en;;
GC19-3;Lot No;Lot No;en;;
GC20-6;Main lot:;Main lot:;en;;
GC21-9;Area:;Area:;en;;
GC22-2;Commissioning in;Commissioning in;en;;
GC23-5;Lengthening;Lengthening;en;;
GC24-8;Whole;Whole;en;;
GC25-1;Number:;Number:;en;;
GC26-4;Number of channels:;Number of channels:;en;;
GC27-7;Number of items:;Number of items:;en;;
GC28-0;Number of phases:;Number of phases:;en;;
GC29-3;Number of seats:;Number of seats:;en;;
GC30-6;Number of sets:;Number of sets:;en;;
GC31-9;Number of units:;Number of units:;en;;
GC32-2;Number of users:;Number of users:;en;;
GC33-5;Number of sheets:;Number of sheets:;en;;
GC34-8;Number of copies:;Number of copies:;en;;
HA01-8;Cook and chill;Cook and chill;en;;
HA02-1;Cook and frozen;Cook and frozen;en;;
HA03-4;Kosher;Kosher;en;;
HA04-7;Pork free;Pork free;en;;
HA05-0;Alcohol free;Alcohol free;en;;
HA06-3;Diabetic meal;Diabetic meal;en;;
HA07-6;Gluten free meal;Gluten free meal;en;;
HA08-9;High fibre meal;High fibre meal;en;;
HA09-2;Low calorie meal;Low calorie meal;en;;
HA10-5;Low cholesterol/fat meal;Low cholesterol/fat meal;en;;
HA11-8;Low protein meal;Low protein meal;en;;
HA12-1;Low purine meal;Low purine meal;en;;
HA13-4;Low sodium meal;Low sodium meal;en;;
HA14-7;Non-lactose meal;Non-lactose meal;en;;
HA15-0;Peanut allergy meal;Peanut allergy meal;en;;
HA16-3;Vegetarian meal;Vegetarian meal;en;;
HA17-6;Vegetarian Lacto-Ovo meal;Vegetarian Lacto-Ovo meal;en;;
HA18-9;Religious meal;Religious meal;en;;
HA19-2;Hallal;Hallal;en;;
HA20-5;Carcass;Carcass;en;;
HA21-8;Par-fried;Par-fried;en;;
HA22-1;In syrup;In syrup;en;;
HA23-4;In tomato sauce;In tomato sauce;en;;
HA24-7;In natural juice;In natural juice;en;;
HA25-0;Unsalted;Unsalted;en;;
HA26-3;Salted;Salted;en;;
HA27-6;Cooked;Cooked;en;;
HA28-9;Baked;Baked;en;;
HA29-2;Fried;Fried;en;;
HA30-5;Steamed;Steamed;en;;
HA31-8;Wet mix;Wet mix;en;;
IA01-9;Cook and chill;Cook and chill;en;;
IA02-2;Cook and frozen;Cook and frozen;en;;
IA03-5;Kosher;Kosher;en;;
IA04-8;Pork free;Pork free;en;;
IA05-1;Alcohol free;Alcohol free;en;;
IA06-4;Diabetic meal;Diabetic meal;en;;
IA07-7;Gluten free meal;Gluten free meal;en;;
IA08-0;High fibre meal;High fibre meal;en;;
IA09-3;Low calorie meal;Low calorie meal;en;;
IA10-6;Low cholesterol/fat meal;Low cholesterol/fat meal;en;;
IA11-9;Low protein meal;Low protein meal;en;;
IA13-5;Low purine meal;Low purine meal;en;;
IA14-8;Low sodium meal;Low sodium meal;en;;
IA15-1;Non-lactose meal;Non-lactose meal;en;;
IA16-4;Peanut allergy meal;Peanut allergy meal;en;;
IA17-7;Vegetarian meal;Vegetarian meal;en;;
IA18-0;Vegetarian Lacto-Ovo meal;Vegetarian Lacto-Ovo meal;en;;
IA19-3;Religious meal;Religious meal;en;;
IA20-6;Hallal;Hallal;en;;
IA21-9;Carcass;Carcass;en;;
IA22-2;Par-fried;Par-fried;en;;
IA23-5;In syrup;In syrup;en;;
IA24-8;In tomato sauce;In tomato sauce;en;;
IA25-1;In natural juice;In natural juice;en;;
IA26-4;Unsalted;Unsalted;en;;
IA27-7;Salted;Salted;en;;
IA28-0;Cooked;Cooked;en;;
IA29-3;Baked;Baked;en;;
IA30-6;Fried;Fried;en;;
IA31-9;Steamed;Steamed;en;;
IA32-2;Wet mix;Wet mix;en;;
IA33-5;;;en;;
IA34-8;;;en;;
IA35-1;;;en;;
IA36-4;;;en;;
IA37-7;;;en;;
IA38-0;;;en;;
IA39-3;;;en;;
IA40-6;;;en;;
IA41-9;;;en;;
IA42-2;;;en;;
JA01-1;For computer hardware;For computer hardware;en;;
JA02-4;For computer software;For computer software;en;;
JA03-7;For network use;For network use;en;;
JA04-0;For design;For design;en;;
JA05-3;Desktop;Desktop;en;;
JA06-6;For development;For development;en;;
JA07-9;Online;Online;en;;
JA08-2;Upgrade;Upgrade;en;;
JA09-5;Multimedia;Multimedia;en;;
JA10-8;For Internet;For Internet;en;;
JA11-1;For intranet;For intranet;en;;
JA12-4;For network;For network;en;;
JA13-7;For local area network;For local area network;en;;
JA14-0;For wide area network;For wide area network;en;;
JA15-3;With licence;With licence;en;;
JA16-6;Free licence;Free licence;en;;
JA17-9;For data;For data;en;;
JA18-2;For auditing;For auditing;en;;
JA19-5;For server;For server;en;;
JA20-8;For back-up;For back-up;en;;
JA21-1;For developing;For developing;en;;
JA22-4;For programming;For programming;en;;
JA23-7;For upgrading;For upgrading;en;;
JA24-9;Broadband;Broadband;en;;
KA01-2;For district heating;For district heating;en;;
KA02-5;For drainage;For drainage;en;;
KA03-8;For electrical equipment;For electrical equipment;en;;
KA04-1;For electrical installations;For electrical installations;en;;
KA05-4;For sewage treatment;For sewage treatment;en;;
KA06-7;For the gas industry;For the gas industry;en;;
KA07-0;For the oil industry;For the oil industry;en;;
KA08-3;For the storage of natural gas;For the storage of natural gas;en;;
KA09-6;For the treatment of water;For the treatment of water;en;;
KA10-9;For use in the water industry;For use in the water industry;en;;
KA11-2;For water utilities;For water utilities;en;;
KA12-5;For electricity production;For electricity production;en;;
KA13-8;Industrial supply;Industrial supply;en;;
KA14-1;Foul water;Foul water;en;;
KA15-4;Steam;Steam;en;;
KA16-7;For the energy industry;For the energy industry;en;;
LA01-3;For anaesthetics;For anaesthetics;en;;
LA02-6;For artificial-kidney treatment;For artificial-kidney treatment;en;;
LA03-9;For autopsy;For autopsy;en;;
LA04-2;For bronchial endoscopy;For bronchial endoscopy;en;;
LA05-5;For burns;For burns;en;;
LA06-8;For cytostatic treatment;For cytostatic treatment;en;;
LA07-1;For diagnostic radiology;For diagnostic radiology;en;;
LA08-4;For dietary use;For dietary use;en;;
LA09-7;For disinfection;For disinfection;en;;
LA10-0;For dispensary use;For dispensary use;en;;
LA11-3;For endovascular use;For endovascular use;en;;
LA12-6;For gynaecology;For gynaecology;en;;
LA13-9;For haemodialysis;For haemodialysis;en;;
LA14-2;For haemodynamics;For haemodynamics;en;;
LA15-5;For heart surgery;For heart surgery;en;;
LA16-8;For hospital use;For hospital use;en;;
LA17-1;For immunology;For immunology;en;;
LA18-4;For infusion;For infusion;en;;
LA19-7;For injection;For injection;en;;
LA20-0;For intensive-care use;For intensive-care use;en;;
