CA34-2,Euro 3 (fuel),1,Euro 3 (fuel),"",en
CA35-5,Euro 4 (fuel),1,Euro 4 (fuel),"",en
CA36-8,Euro 5 (fuel),1,Euro 5 (fuel),"",en
CA37-1,Articulated,1,Articulated,"",en
CA38-4,Long-life,1,Long-life,"",en
CA39-7,Lightweight,1,Lightweight,"",en
CA40-0,Seagoing,1,Seagoing,"",en
CA41-3,Semi-submersible,1,Semi-submersible,"",en
CA42-6,Submersible,1,Submersible,"",en
CA43-9,Digital,1,Digital,"",en
CA44-2,Portable,1,Portable,"",en
CA45-5,High resolution,1,High resolution,"",en
CA46-8,High-performance,1,High-performance,"",en
CA47-1,Multitasking,1,Multitasking,"",en
CA48-4,Multi-user,1,Multi-user,"",en
CA49-7,Upgradeable,1,Upgradeable,"",en
CA50-0,Disposable,1,Disposable,"",en
CA51-3,Rechargeable,1,Rechargeable,"",en
CA52-6,Fire resistant/flame resistant,1,Fire resistant/flame resistant,"",en
CA53-9,Fire retardant,1,Fire retardant,"",en
CA54-2,Heat-resistant,1,Heat-resistant,"",en
CA55-5,Sterile,1,Sterile,"",en
CA56-8,Non-sterile,1,Non-sterile,"",en
CA57-1,Ecolabel,1,Ecolabel,"",en
CA58-4,Colorants free,1,Colorants free,"",en
CA59-7,Preservatives free,1,Preservatives free,"",en
CA60-0,Tridimensional,1,Tridimensional,"",en
CA61-3,Removable,1,Removable,"",en
CA62-6,Organic,1,Organic,"",en
CA63-9,Cultivated,1,Cultivated,"",en
CA64-2,Wild,1,Wild,"",en
CA65-5,Farmed,1,Farmed,"",en
CA66-8,Single-use,1,Single-use,"",en
CA67-1,Reusable,1,Reusable,"",en
CA68-4,Armoured,1,Armoured,"",en
CA69-7,Ergonomic,1,Ergonomic,"",en
CB01-4,Electrically heated,1,Electrically heated,"",en
CB02-7,Remote-controlled,1,Remote-controlled,"",en
CB03-0,High pressure,1,High pressure,"",en
CB04-3,High-voltage,1,High-voltage,"",en
CB05-6,Low pressure,1,Low pressure,"",en
CB06-9,Low-voltage,1,Low-voltage,"",en
CB07-2,Medium pressure,1,Medium pressure,"",en
CB08-5,4-wheel-drive,1,4-wheel-drive,"",en
CB09-8,Diesel-powered,1,Diesel-powered,"",en
CB10-1,Electrically powered,1,Electrically powered,"",en
CB11-4,Hydro-electric power,1,Hydro-electric power,"",en
CB12-7,Nuclear powered,1,Nuclear powered,"",en
CB13-0,Solar powered,1,Solar powered,"",en
CB14-3,Petrol-engined,1,Petrol-engined,"",en
CB15-6,Mechanical,1,Mechanical,"",en
CB16-9,Mechanical and electrical,1,Mechanical and electrical,"",en
CB17-2,Self-drive,1,Self-drive,"",en
CB18-5,Automatic,1,Automatic,"",en
CB19-8,Computerised,1,Computerised,"",en
CB20-1,Computer-aided,1,Computer-aided,"",en
CB21-4,Computer-based,1,Computer-based,"",en
CB22-7,Computer-controlled,1,Computer-controlled,"",en
CB23-0,Multiprocessing,1,Multiprocessing,"",en
CB24-3,Synchronous,1,Synchronous,"",en
CB25-6,Asynchronous,1,Asynchronous,"",en
CB26-9,Handheld,1,Handheld,"",en
CB27-2,Integrated,1,Integrated,"",en
CB28-5,Fossil-fuel-fired,1,Fossil-fuel-fired,"",en
CB29-8,Coal-fired,1,Coal-fired,"",en
CB30-1,Gas-fired,1,Gas-fired,"",en
CB31-4,Oil-fired,1,Oil-fired,"",en
CB32-7,Wood-fired,1,Wood-fired,"",en
CB33-0,1-phased,1,1-phased,"",en
CB34-3,2-phased,1,2-phased,"",en
CB35-6,3-phased,1,3-phased,"",en
CB36-9,Instant,1,Instant,"",en
CB37-2,Single-phase,1,Single-phase,"",en
CB38-5,Stand-alone,1,Stand-alone,"",en
CB39-8,Uninterruptible,1,Uninterruptible,"",en
CB40-1,Interruptible,1,Interruptible,"",en
CB41-4,Hybrid powered,1,Hybrid powered,"",en
CB42-7,Battery powered,1,Battery powered,"",en
CB43-0,Bio-diesel powered,1,Bio-diesel powered,"",en
CB44-3,Hydrogen powered,1,Hydrogen powered,"",en
CB45-6,Ethanol powered,1,Ethanol powered,"",en
CB46-9,Kerosene powered,1,Kerosene powered,"",en
CB47-2,Gas-powered,1,Gas-powered,"",en
DA01-4,International,1,International,"",en
DA02-7,National,1,National,"",en
DA03-0,Public,1,Public,"",en
DA04-3,Private,1,Private,"",en
DA05-6,Second-hand,1,Second-hand,"",en
DA06-9,Primary,1,Primary,"",en
DA07-2,Secondary,1,Secondary,"",en
DA08-5,Tertiary,1,Tertiary,"",en
DA09-8,Real-time,1,Real-time,"",en
DA10-1,Stage,1,Stage,"",en
DA11-4,Secretarial,1,Secretarial,"",en
DA12-7,Indoor,1,Indoor,"",en
DA13-0,Outdoor,1,Outdoor,"",en
DA14-3,Mobile,1,Mobile,"",en
DA15-6,Domestic,1,Domestic,"",en
DA16-9,Non-domestic,1,Non-domestic,"",en
DA17-2,Turnkey project,1,Turnkey project,"",en
DA18-5,Underground,1,Underground,"",en
DA19-8,Underwater,1,Underwater,"",en
DA20-1,On-site,1,On-site,"",en
DA21-4,Above-ground,1,Above-ground,"",en
DA22-7,All-purpose,1,All-purpose,"",en
DA23-0,Special-purpose,1,Special-purpose,"",en
DA24-3,And related articles,1,And related articles,"",en
DA25-6,Standard,1,Standard,"",en
DA26-9,Management,1,Management,"",en
DA27-2,Administrative,1,Administrative,"",en
DA28-5,Social service,1,Social service,"",en
DA29-8,Social work,1,Social work,"",en
DA30-1,Counselling,1,Counselling,"",en
DA31-4,Daycare,1,Daycare,"",en
DA32-7,Family-planning,1,Family-planning,"",en
DA33-0,Rehabilitation,1,Rehabilitation,"",en
DA34-3,Guidance,1,Guidance,"",en
DA35-6,From workroom,1,From workroom,"",en
DA36-9,Natural resource,1,Natural resource,"",en
DA37-2,Recycling,1,Recycling,"",en
DA38-5,Decontamination,1,Decontamination,"",en
DA39-8,Pollution tracking,1,Pollution tracking,"",en
DA40-1,Quality control,1,Quality control,"",en
DA41-4,Treatment,1,Treatment,"",en
DA42-7,Including installation,1,Including installation,"",en
DA43-0,Multipurpose,1,Multipurpose,"",en
DA44-3,Spare parts,1,Spare parts,"",en
EA01-5,For babies,1,For babies,"",en
EA02-8,For children,1,For children,"",en
EA03-1,For teenager,1,For teenager,"",en
EA04-4,For men,1,For men,"",en
EA05-7,For elderly person,1,For elderly person,"",en
EA06-0,For women,1,For women,"",en
EA07-3,For pregnant women,1,For pregnant women,"",en
EA08-6,For unemployed person,1,For unemployed person,"",en
EA09-9,For homeless,1,For homeless,"",en
EA10-2,For drug user,1,For drug user,"",en
EA11-5,For pensioner,1,For pensioner,"",en
EA12-8,For/Adapted for disabled person,1,For/Adapted for disabled person,"",en
EA13-1,For/Adapted for physical disabled,1,For/Adapted for physical disabled,"",en
EA14-4,For/Adapted for paralysed person,1,For/Adapted for paralysed person,"",en
EA15-7,For/Adapted for paralysed on one side person,1,For/Adapted for paralysed on one side person,"",en
EA16-0,For/Adapted for tetraplegic person,1,For/Adapted for tetraplegic person,"",en
EA17-3,For/Adapted for paraplegic person,1,For/Adapted for paraplegic person,"",en
EA18-6,For/Adapted for mute person,1,For/Adapted for mute person,"",en
EA19-9,For/Adapted for hard of hearing person,1,For/Adapted for hard of hearing person,"",en
EA20-2,For/Adapted for deaf-mute person,1,For/Adapted for deaf-mute person,"",en
EA21-5,For/Adapted for visually impaired person,1,For/Adapted for visually impaired person,"",en
EA22-8,For/Adapted for mentally disabled,1,For/Adapted for mentally disabled,"",en
EA23-1,For passenger,1,For passenger,"",en
EA24-4,For restricted-clientele,1,For restricted-clientele,"",en
EA25-7,For prisoners,1,For prisoners,"",en
EA26-0,For patient,1,For patient,"",en
EA27-3,For non-emergency patient,1,For non-emergency patient,"",en
EA28-6,For regular passenger,1,For regular passenger,"",en
EA29-9,For human use,1,For human use,"",en
EA30-2,For animal use,1,For animal use,"",en
FA01-6,For educational use,1,For educational use,"",en
FA02-9,For kindergarten use,1,For kindergarten use,"",en
FA03-2,For school use,1,For school use,"",en
FA04-5,For training purposes,1,For training purposes,"",en
FB01-7,For military use,1,For military use,"",en
FB02-0,For weapons and ammunition,1,For weapons and ammunition,"",en
FB03-3,For the police force,1,For the police force,"",en
FB04-6,For firefighting,1,For firefighting,"",en
FB05-9,For prison use,1,For prison use,"",en
FB06-2,For rescue,1,For rescue,"",en
FB07-5,For emergency,1,For emergency,"",en
FB08-8,For fire protection,1,For fire protection,"",en
FB09-1,For security system,1,For security system,"",en
FB10-4,For nuclear protection,1,For nuclear protection,"",en
FB11-7,In case of radiation,1,In case of radiation,"",en
FB12-0,For terrorist prevention,1,For terrorist prevention,"",en
FB13-3,With military specifications,1,With military specifications,"",en
FC01-8,For waste disposal,1,For waste disposal,"",en
FC02-1,For waste material,1,For waste material,"",en
FC03-4,For domestic waste,1,For domestic waste,"",en
FD01-9,For spring,1,For spring,"",en
FD02-2,For summer,1,For summer,"",en
FD03-5,For fall,1,For fall,"",en
FD04-8,For winter,1,For winter,"",en
FD05-1,For all seasons,1,For all seasons,"",en
FE01-0,For packing goods,1,For packing goods,"",en
FE02-3,For parcels,1,For parcels,"",en
FE03-6,For post-office use,1,For post-office use,"",en
FF01-1,For cleaning,1,For cleaning,"",en
FF02-4,For day homes,1,For day homes,"",en
FG01-2,For access,1,For access,"",en
FG02-5,For exhibition use,1,For exhibition use,"",en
FG03-8,For graphic purposes,1,For graphic purposes,"",en
FG04-1,For heating,1,For heating,"",en
FG05-4,For industrial use,1,For industrial use,"",en
FG06-7,For printing,1,For printing,"",en
FG07-0,For naval use,1,For naval use,"",en
FG08-3,For office use,1,For office use,"",en
FG09-6,For indoor use,1,For indoor use,"",en
FG10-9,For outdoor use,1,For outdoor use,"",en
FG11-2,For scientific purposes,1,For scientific purposes,"",en
FG12-5,For storage purposes,1,For storage purposes,"",en
FG13-8,For survival,1,For survival,"",en
FG14-1,For technical uses,1,For technical uses,"",en
FG15-4,For test purposes,1,For test purposes,"",en
FG16-7,For urban use,1,For urban use,"",en
FG17-0,For use in agriculture,1,For use in agriculture,"",en
FG18-3,For use in horticulture,1,For use in horticulture,"",en
FG19-6,For camping,1,For camping,"",en
FG20-9,For kitchen use,1,For kitchen use,"",en
FG21-2,For subsea use,1,For subsea use,"",en
FG22-5,For cosmetics,1,For cosmetics,"",en
FG23-8,For tourism,1,For tourism,"",en
FG24-1,For use in artistic performances,1,For use in artistic performances,"",en
FG25-4,For buildings or goods of particular historical or architectural interest,1,For buildings or goods of particular historical or architectural interest,"",en
GA01-7,Specific weight required,1,Specific weight required,"",en
GA02-0,Gross vehicle weight limited,1,Gross vehicle weight limited,"",en
GA03-3,Specific tonnes per annum required,1,Specific tonnes per annum required,"",en
GA04-6,Specific kg per annum required,1,Specific kg per annum required,"",en
GA05-9,Specific height required,1,Specific height required,"",en
GA06-2,Specific width required,1,Specific width required,"",en
GA07-5,Specific thickness required,1,Specific thickness required,"",en
GA08-8,Specific length required,1,Specific length required,"",en
GA09-1,Specific diameter required,1,Specific diameter required,"",en
GA10-4,Specific volume required,1,Specific volume required,"",en
TA01-2,For books,1,For books,"",en
GA11-7,Specific litres per annum required,1,Specific litres per annum required,"",en
GA12-0,Specific size required,1,Specific size required,"",en
GA13-3,Specific unit size required,1,Specific unit size required,"",en
GA14-6,Specific capacity required,1,Specific capacity required,"",en
GA15-9,Specific circumference required,1,Specific circumference required,"",en
GA16-2,Specific depth required,1,Specific depth required,"",en
GA17-5,Specific kWh per annum required,1,Specific kWh per annum required,"",en
GA18-8,Specific MWh per annum required,1,Specific MWh per annum required,"",en
GA19-1,Per annum (pa),1,Per annum (pa),"",en
GA20-4,Specific power,1,Specific power,"",en
GA21-7,Specific pressure,1,Specific pressure,"",en
GA22-0,Specific voltage required,1,Specific voltage required,"",en
GA32-0,Specific degrees Celsius required,1,Specific degrees Celsius required,"",en
GA33-3,Specific degrees Fahrenheit required,1,Specific degrees Fahrenheit required,"",en
GB01-8,Daily,1,Daily,"",en
GB02-1,Weekly,1,Weekly,"",en
GB03-4,Monthly,1,Monthly,"",en
GB04-7,Annually,1,Annually,"",en
GC01-9,Not exceeding,1,Not exceeding,"",en
GC02-2,In excess of,1,In excess of,"",en
GC03-5,A maximum of,1,A maximum of,"",en
GC04-8,A minimum of,1,A minimum of,"",en
GC05-1,Phase:,1,Phase:,"",en
GC06-4,Rating:,1,Rating:,"",en
GC07-7,Reference:,1,Reference:,"",en
GC08-0,Response time,1,Response time,"",en
GC09-3,Rooms:,1,Rooms:,"",en
GC10-6,Scale of work:,1,Scale of work:,"",en
GC11-9,Specifications:,1,Specifications:,"",en
GC12-2,Subsidiary lot:,1,Subsidiary lot:,"",en
GC13-5,Type:,1,Type:,"",en
GC14-8,Type of architecture:,1,Type of architecture:,"",en
GC15-1,Type of protocol:,1,Type of protocol:,"",en
GC16-4,Type of standard:,1,Type of standard:,"",en
GC17-7,Dwellings:,1,Dwellings:,"",en
GC18-0,Lots:,1,Lots:,"",en
GC19-3,Lot No,1,Lot No,"",en
GC20-6,Main lot:,1,Main lot:,"",en
GC21-9,Area:,1,Area:,"",en
GC22-2,Commissioning in,1,Commissioning in,"",en
GC23-5,Lengthening,1,Lengthening,"",en
GC24-8,Whole,1,Whole,"",en
GC25-1,Number:,1,Number:,"",en
GC26-4,Number of channels:,1,Number of channels:,"",en
GC27-7,Number of items:,1,Number of items:,"",en
GC28-0,Number of phases:,1,Number of phases:,"",en
GC29-3,Number of seats:,1,Number of seats:,"",en
GC30-6,Number of sets:,1,Number of sets:,"",en
GC31-9,Number of units:,1,Number of units:,"",en
GC32-2,Number of users:,1,Number of users:,"",en
GC33-5,Number of sheets:,1,Number of sheets:,"",en
GC34-8,Number of copies:,1,Number of copies:,"",en
HA01-8,Cook and chill,1,Cook and chill,"",en
HA02-1,Cook and frozen,1,Cook and frozen,"",en
HA03-4,Kosher,1,Kosher,"",en
HA04-7,Pork free,1,Pork free,"",en
HA05-0,Alcohol free,1,Alcohol free,"",en
HA06-3,Diabetic meal,1,Diabetic meal,"",en
HA07-6,Gluten free meal,1,Gluten free meal,"",en
HA08-9,High fibre meal,1,High fibre meal,"",en
HA09-2,Low calorie meal,1,Low calorie meal,"",en
HA10-5,Low cholesterol/fat meal,1,Low cholesterol/fat meal,"",en
HA11-8,Low protein meal,1,Low protein meal,"",en
HA12-1,Low purine meal,1,Low purine meal,"",en
HA13-4,Low sodium meal,1,Low sodium meal,"",en
HA14-7,Non-lactose meal,1,Non-lactose meal,"",en
HA15-0,Peanut allergy meal,1,Peanut allergy meal,"",en
HA16-3,Vegetarian meal,1,Vegetarian meal,"",en
HA17-6,Vegetarian Lacto-Ovo meal,1,Vegetarian Lacto-Ovo meal,"",en
HA18-9,Religious meal,1,Religious meal,"",en
HA19-2,Hallal,1,Hallal,"",en
HA20-5,Carcass,1,Carcass,"",en
HA21-8,Par-fried,1,Par-fried,"",en
HA22-1,In syrup,1,In syrup,"",en
HA23-4,In tomato sauce,1,In tomato sauce,"",en
HA24-7,In natural juice,1,In natural juice,"",en
HA25-0,Unsalted,1,Unsalted,"",en
HA26-3,Salted,1,Salted,"",en
HA27-6,Cooked,1,Cooked,"",en
HA28-9,Baked,1,Baked,"",en
HA29-2,Fried,1,Fried,"",en
HA30-5,Steamed,1,Steamed,"",en
HA31-8,Wet mix,1,Wet mix,"",en
IA01-9,Cook and chill,1,Cook and chill,"",en
IA02-2,Cook and frozen,1,Cook and frozen,"",en
IA03-5,Kosher,1,Kosher,"",en
IA04-8,Pork free,1,Pork free,"",en
IA05-1,Alcohol free,1,Alcohol free,"",en
IA06-4,Diabetic meal,1,Diabetic meal,"",en
IA07-7,Gluten free meal,1,Gluten free meal,"",en
IA08-0,High fibre meal,1,High fibre meal,"",en
IA09-3,Low calorie meal,1,Low calorie meal,"",en
IA10-6,Low cholesterol/fat meal,1,Low cholesterol/fat meal,"",en
IA11-9,Low protein meal,1,Low protein meal,"",en
IA13-5,Low purine meal,1,Low purine meal,"",en
IA14-8,Low sodium meal,1,Low sodium meal,"",en
IA15-1,Non-lactose meal,1,Non-lactose meal,"",en
IA16-4,Peanut allergy meal,1,Peanut allergy meal,"",en
IA17-7,Vegetarian meal,1,Vegetarian meal,"",en
IA18-0,Vegetarian Lacto-Ovo meal,1,Vegetarian Lacto-Ovo meal,"",en
IA19-3,Religious meal,1,Religious meal,"",en
IA20-6,Hallal,1,Hallal,"",en
IA21-9,Carcass,1,Carcass,"",en
IA22-2,Par-fried,1,Par-fried,"",en
IA23-5,In syrup,1,In syrup,"",en
IA24-8,In tomato sauce,1,In tomato sauce,"",en
IA25-1,In natural juice,1,In natural juice,"",en
IA26-4,Unsalted,1,Unsalted,"",en
IA27-7,Salted,1,Salted,"",en
IA28-0,Cooked,1,Cooked,"",en
IA29-3,Baked,1,Baked,"",en
IA30-6,Fried,1,Fried,"",en
IA31-9,Steamed,1,Steamed,"",en
IA32-2,Wet mix,1,Wet mix,"",en
IA33-5,"",1,"","",en
IA34-8,"",1,"","",en
IA35-1,"",1,"","",en
IA36-4,"",1,"","",en
IA37-7,"",1,"","",en
IA38-0,"",1,"","",en
IA39-3,"",1,"","",en
IA40-6,"",1,"","",en
IA41-9,"",1,"","",en
IA42-2,"",1,"","",en
JA01-1,For computer hardware,1,For computer hardware,"",en
JA02-4,For computer software,1,For computer software,"",en
JA03-7,For network use,1,For network use,"",en
JA04-0,For design,1,For design,"",en
JA05-3,Desktop,1,Desktop,"",en
JA06-6,For development,1,For development,"",en
JA07-9,Online,1,Online,"",en
JA08-2,Upgrade,1,Upgrade,"",en
JA09-5,Multimedia,1,Multimedia,"",en
